name	mz	rt	D121	A122	A125	A126	A127	A128	B131	B132	B133	B134	B135	B136	C138	C139	C140	C157	C158	C159	C160	D202	D203	D205	A206	D207	D208	E211	E213	E214	E215	E216	H234	H235	H236	H237	H238	H239	H240
M225T255_1	225.0620823	255.062118	1710186.894	976153.3006	58802.39954	1864153.281	1926301.66	1156601.623	89080.23992	1288048.244		1371308.115	1408374.342	3371517.258		1664427.504	959668.4849	1057651.365	133100.3916	454822.4845	1653325.24	72519.20585	73259.98239	658653.2738	1886994.14		158553.4568			963628.8113		1948693.695	2858780.347	205797.5802	52685.21673	2066247.499	3556389.645	535992.584	19794.75322
M225T287	225.112704	286.767654	4352310.494	5050487.517	4623559.339	12548499.39	7733479.854	4205471.622	13352143.12	6118746.453	10999590.38	3055293.741	4790088.186	10324931.2	4889676.501	14589344.96	3401724.753	2957345.371	12719648.37	4092915.323	24279927.02		1813333.338		5086554.678		4650407.644		4149527.92	4348045.143	7989203.171	9899232.648	7614454.378	6256790.849	2712563.192	8875973.669			1958352.925
M226T47_1	225.8746742	46.667898		141916.1609	286742.6358	591567.8045	668152.2571	104258.9461	248916.991	449983.3668	289322.8896		311453.4183	623106.381	587131.775	345916.8528	1299960.532	225735.3532	253054.8461	466798.5997	392763.3804		78267.26518	458326.6023	141244.281	818088.6459	814947.3519	381803.088		124679.0315		249172.2931	366747.515	264792.0802		1085985.402	1290488.102	383643.1493	155528.0687
M226T287	226.1160076	286.803822	453283.6757	508811.4935	482434.1863	2247462.6	775700.0021	461526.1134	1574669.1		1263657.292	268632.6914	535189.4004	1157904.839	569989.5696	1684377.396	365147.1785	344396.3899	1511160.18	472502.2356	3025304.617	573828.5613		439320.6607	567105.8766		501256.0316		457031.5056	377963.3595	866598.2988	1038333.959	795203.6575	687290.5921	198806.0187	851923.3842			167664.567
M226T290	226.152445	289.631844	534992.362	725602.3529	1175679.481	3061144.079	3028606.149	1361365.653	2626015.38	2260888.532	2616438.748	1551093.934	948748.4643	3427251.637	1772452.047	2213837.949	1622343.021	577024.5328	2865913.054	1043652.001	1613651.333	2290394.343	1273015.713		1333699.738	2166773.792	907762.7765		1104917.495	2196044.279	1380584.236	169271.9716		107470.1507		126309.6875		547856.3644	
M227T45	226.8805952	45.3768168	47393.67475		315606.4095	161595.1793	177436.8533	59061.81978	119042.9476	200447.2722	125392.1338	82428.13581	103275.4081				251130.1627	119219.0001	220736.4554	112500.4381	558661.4248	140081.1851	214317.6793	114365.6064		280976.1836	75068.53192	524633.5378	93254.98712	214380.4913	141931.186	297322.5625		283225.8323	141156.7104	683581.6114	243289.3334	172026.105	68619.64519
M227T138	227.040942	137.828646	125550.6279	186796.2367	114957.9451	109443.9803		77847.45049	88853.4133	168960.1356	39277.22094	39539.68007	32205.11194		119610.2825	101271.1721	66357.25259	24197.98211		27809.72845	46672.88887	80843.8006	54501.83745	60664.25708	109453.6134	70061.96323	20518.16028	87672.21064	51303.43585		33336.37327	59727.4367	97502.00393	109549.716	89151.40852			35754.99764	28927.52174
M227T54	227.0669063	54.2333046		1737233.143	1270350.336	2053733.98	1781911.948	1167652.717		1512216.098	1503257.958	1644582.906	1385431.295		1287473.16	1722917.712	1308510.41	1170554.606	1324753.306	1103567.141			1181857.73	1059166.722	1457032.033	1619046.109	957502.7576	1152023.073	987772.5374	1565732.178	1821543.981	1759847.35		1720040.683	1259504.315	2215972.338	2363417.573	954274.6801	637707.8899
M227T90	227.1112944	90.415068	58946.33159	249176.9384	57084.34494	91780.31169			91264.20673	94871.05023	56331.67726		40515.77638		140778.1147	172280.5169	245942.5314		550528.8316	23659.05141	156764.2487	67252.32722	125125.9724	126137.8567	152075.7892	187009.3075	152847.0612	348339.7986	63252.21248	286985.6454	88319.56951	185607.2263	410295.446	276840.8017	109046.847	633961.4033	265383.392	56804.43575	
M227T248	227.1395797	248.391408	2903876.829	4561172.737		5495426.077	5642615.118		4661580.523	5498873.226		3056420.656	1713321.61	3714497.098	3488168.028		2541035.371	1804427.526		1702535.291	3961673.775	2570152.508	2155293.676	2507196.461	4801826.336	4592100.186	2619924.119	3591536.882	3036819.707	3989644.03	3996158.939	7892294.735	3317600.411	4843100.485	2758763.518	5143378.266	3502142.754		1277742.322
M228T156	228.0984616	156.194718		187225.8799	242561.4178	608716.3596	339480.0491	249028.6421	469994.4764	435210.6898	82534.71552	523364.4735	145453.0939		154148.6565	207141.246	76873.70186	48038.09847	26601.4691	81327.1491	231209.6127	223262.2613	125645.1618	217953.5768	328371.6536	519551.7402	97327.53039		42469.60261	295847.4122	351174.8973	236595.1108	254389.1312	105762.9483			205468.3984	70198.45435	
M228T43_3	228.4741251	42.6382833		76675.43636	75048.47329	183362.0343	307554.7986	199509.1012	129948.4859	289136.6418	143871.3779	236741.4179	83379.48687	188731.0306	76884.50056	99859.94355	94115.90845	49561.11619	108850.4565	60217.33203	61944.19325		154402.5051	165702.4144	100116.4698		73565.49545	317066.6774	74835.75967	230173.2434	163879.0157	122689.8562		193489.9609		115358.4835	121889.7937	42482.53294	
M229T226	229.0478672	225.58554	17511.9666	130742.0547	98244.26023	151759.4028	204720.3411	79389.87126	133496.3318	128673.0189	142787.7163	142336.3931	39447.76014	146890.6805	133130.7377	139716.1554	62683.05501		206529.2214		98712.96379	81396.17547	17266.93199	90537.77291	111862.4188	97869.72096	90623.25256	112143.5666		129889.6519	142723.0859	64958.00365	61500.53443	58086.84173		167709.8973	196800.187		
M230T201	229.5518249	201.484668	168167.1486	714540.2492	146067.5357	824036.2251		377477.5857	326127.9098	461834.9001	424330.6619	292869.021	49729.02629		341008.3976	220145.8445	672592.1791		554681.3591	87264.8198		159907.4413	35853.98536	869157.8562	390410.0078	613363.7306		94012.64703	17524.85856	218745.8121	1073014.77	104436.8979	771570.6696	1596966.266	439856.9113	201578.2837	692127.6241	81063.97421	
M230T148	230.0099805	147.653814		195128.14			168465.2513	166253.7411	395185.9134	222389.005	172259.2038	141275.5346			70797.44063	59807.71743	38598.79526	13083.22268	39243.04045	36507.10486	147212.0139	48398.51303	51903.85207	30257.37779	94551.75038	22610.76575	163379.7358	363841.3689		72266.70341	119038.403	43102.42243	319541.4187	606462.1095	106986.4683	143405.858	239147.2028	24761.40999	30341.68622
M230T227_2	230.1030136	227.373546	903663.9736	2233698.92	1119107.7	2389455.515	7159780.527	2676223.926	6537054.582	4128203.084	4558718.186		1153542.1	6127972.05	1389121.068	5117870.001	1076308.761	1282759.608	2714173.031	499356.0153	4220365.652	1970480.391	873580.9447	707956.7732	3815187.567	5157355.797	1611934.269	4924642.599	506857.3566				4060254.38	2310087.053	2460107.502		7136078.899	602434.2596	
M231T49_1	231.1204811	48.5338113	6840423.654	977242.0427	964175.9077	1988617.308	2218848.55	4616062.904	9078951.636	7505612.297	1128158.274		539636.7182	2351213.285		3120495.133	1820085.161	3099935.525	1162664.078				4689488.174	1941532.082	12062869.63	1187267.276	4119867.028	2306779.377	1016733.896	8888201.389	4378738.383		8524885.097	1837800.372	12696984.88	7648461.398	8497517.236	1307325.576	5063931.999
M231T238_2	231.1346481	237.97002	1762637.016	3373177.28		3669207.915	3169475.294	1880501.006	2791362.296	2796216.164	1911657.614		1372101.544	4973134.541	1704806.581	2775801.874	1271307.268	1179195.036	4227470.519	1192080.679			1312645.415	976754.6894		4199574.603	1612391.545	2664901.607	1155553.115	3773935.021	3003474.275	2167200.417	7349171.337	2648413.763	2038453.395		4221509.17	973312.6944	391471.0027
M231T292_1	231.1385332	291.717162		1124170.7	647492.2988	3892828.2	2715103.106		9883321.376	1350250.554	1150806.213	1148527.328	346247.4065	2257871.557	590497.507	2963675.392	2715275.48		1485101.56	359910.6974	2669707.976	912113.6857	487129.4118		3405618.39	4778781.028	2050557.713	769990.6329	194547.0335	1292465.597	8073604.791	1004519.672	1363890.668	1131380.498	3895464.768	2126352.495	2160236.204		
M231T145	231.1709843	144.84495	111990.7127	200175.5229	116250.0338	463700.1888	591137.759	219251.9845	228404.6938	409469.1968	221366.7547	331860.369	91179.05158	618072.3783	122720.5854	449135.1978	138290.19	89391.11108	309094.9922		356532.3095		95372.9384			843148.507	84384.36241	345742.7575	49301.65755	286635.139	341592.6431	292063.28	482532.7596	276171.7255	92068.55911	431287.4874	692285.9099		
M232T247	232.1549393	246.803886	2950310.945	1186845.759		4447032.918	4680661.765	3183148.888	4620361.594	7125926.181	1677302.211	2881050.618	1237265.773	5496383.057	1917876.419	3109644.17	1357797.017	1187457.815		1046997.724	4241492.709		1255492.598		4605672.245	4190929.548	988161.5063	1874247.433	739136.2211		2963924.98	2411095.158	9965814.278	7196694.63	3359299.537		7177596.545	1039671.135	445598.7463
M233T271_1	233.0814775	271.169676	210862.3896	334756.1428	318964.5284	749941.6922	835391.017	473424.1556	1087232.704	476231.4627	511162.3063	386425.444	109326.6337	732350.0414	371217.0949		463805.3038	218578.066	492734.6757		297008.3804	380245.6541	193746.1726	140210.6973	361104.4334	414626.2473		420381.3781		355861.6345	686150.0446	431285.6418	340033.7703			196856.9489	568715.2958	128833.3623	30951.92021
M233T53	233.1138138	52.5428895	2847087.71	3427341.47	2813899.196		4040168.762	2591883.607		2861846.429	2231650.037	4324561.954	2621649.609	5514341.686	2710128.695	4164069.594	5054259.375	3022135.807	3174085.049		4623434.68	2243717.627	2400514.704	1531625.901	3351847.882	5442815.842	1900242.886		1838329.013		3846246.271	4385797.702	4181086.429		3164289.905	4136719.816	3960593.994	1861255.671	975655.3331
M233T236	233.1502073	235.929786	2319899.37	288783.9924	136357.5594			378532.1887	698615.0162	214870.7945	247553.6957	836959.9395	634188.7072	1161002.382	231689.8691			448444.0914	356200.7325	274913.8783		209845.7277	525316.5944	441253.9249	717810.4292	1639341.433	217586.0249		624973.2963	1442428.672	731778.4291	366810.8683	3160264.633	915147.9904	749621.9469	628050.8522	1609494.255	253442.1801	780212.7989
M233T253_2	233.1945673	252.587754	250629.1119	511161.3447	286341.0828	819206.2815	351113.8851	288029.5336	4051584.555	1973237.082	1407043.769	3633629.034	1001104.478	677097.7909	2187401.886	748687.0075	675875.1555	59891.54331	1590950.902		196150.0905	1620781.784	1290236.853	3535767.994	469829.4027	8087989.355	1155796.988	68671.47749	234701.1066	943530.1729	1769076.675	465185.9547	95926.60557		95908.52828				
M234T209	234.0237526	209.119704		37002.52119	51365.72113	137461.9287	190117.3474	45080.05857		241476.8063	80025.34234	94898.02234	39917.1094	155913.4174	52957.85209	127645.8788	87591.04294		116206.4787	29545.89029	97632.29717	140434.7365	89229.75718	34177.68826	116931.0274	173037.9226		35030.46634		97869.11144	106286.8914	157354.2715	194737.5308	123183.6082	81454.54202	107711.0571	608303.0938	32273.13347	
M235T189	235.1012139	188.893239	88639.43342	168380.6651		218005.1212	553887.4976	165481.6067	216148.7405	327367.1936		149434.4945	66434.15982	435591.9658	41422.07764	313858.3468	85025.50037	62647.41178	119129.4734		252772.2002	53573.01304	50164.70695	8917.537907	286039.8438	318249.579	22209.1502	375041.5792		155497.2029	376660.5569	279761.8404	705282.3978	331650.3609	410160.3952	320123.2564	835442.6343		
M235T270	235.1083126	270.305004		1011585.274	440122.6678	706140.8922	1207205.53	463441.0262	1101169.598	549805.1727	1295775.957			665120.5553	475741.6324	1147871.013	496147.8032		1711762.781	230409.0977	355566.8515	822797.9673	318107.4435	913495.6021	609549.5282	1752842.7		1435086.387	316234.4213	959288.1802	841906.8231	573468.724	1093962.914	2099081.104	1026829.528	2417022.122	1100280.603	306031.796	
M235T280	235.1333438	279.753759	2938526.029	6199291.086	1983147.325	15001477.35	6623684.915	5589028.783	16604455.93	3169028.114	11507927.93		1875294.129	6025936.099	1994527.362	14733371.57	3629532.088	1546528.114	15723978.92	3718916.889	5335821.674	2809130.712	5161126.63	1393204.03			6457462.548	7711028.499	2640646.682	11264520.76		5622156.942		9976098.15	9307362.119	4746674.74		3609688.346	259078.0374
M235T288_2	235.1698632	287.688282	1356372.389		1767851.564	4466730.27	4041782.444	2130529.779		2521887.371	2112794.87	4198719.684	1045895.331	4603676.243	1627940.944	2722522.599		1027825.322	2807876.731		3089503.89	1843523.336	937793.9074		1800830.372	5886849.3	1428342.572	1457464.129		2586947.155	4147174.873	1887001.537	1730386.591	1957356.001	2934572.937	6573359.261	2145239.807	851314.4182	326134.047
M236T245_2	236.1498063	245.463342		2899328.147			6433243.635	1252490.199	2015332.686	2022441.562	4351020.525	4226247.996	1352874.466	5983158.784	3098738.462	2172245.478	936992.3747	816145.1536	4647304.5	1935277.027	4893534.268	4018428.893	1039709.17	2612678.075	3655101.198	5142035.275	1162741.337	2592573.805	2063353.142		2367530.789	3768397.945	2445482.479	3575457.051	3497290.735	5916483.388		1722455.186	
M236T180	236.1691492	180.438912	38497.33909		160397.0329	275487.5591	516952.5632	119237.2456	38786.13434	141017.915	208283.3402	286803.2589	92872.52334	417560.0189	53418.91713	314022.977		106629.1096	476719.8561	21909.6171	262618.2747	39128.60415		71297.3093	83700.98048	73368.06714		43802.86738	97652.91959	613430.9156	205276.7674	378691.2041	71259.17682	163874.544	47748.93885	593577.1583	148885.9992		
M237T47_1	237.0201504	47.0926308		303739.3825	281181.1503		614605.6948	322647.8347		147820.1728	322114.4348		560719.8252	338239.2585	360591.7866	196586.4806	734204.8946	309282.0302	80018.21491	500484.395	315706.1893		151244.8972	189797.2395		1255144.433	476128.7018	520911.3037	155095.0367	461384.0759	446346.5728	412411.1513	220792.5617	524325.8088	215461.2641	208182.4575	340420.3125	365445.1585	224865.0043
M237T106	237.0851328	106.300134		419981.5439	538161.0782	858956.558	809137.7881	362554.3656	1063367.023		425107.0098	1036142.901	252992.9811		494929.9184	1281405.159	433839.8697	431593.4382	963824.1977	633498.896	946308.3871	250245.5263	179516.5341	296185.0121		2350915.599	835024.2832	1333590.504	68158.01595	1266020.865	699423.4163	419835.5903		2442420.548	239620.1143	1686768.012	1554850.223	174416.0241	
M237T64	237.0911628	64.10622	396052.2864	792876.253	504268.2675			144215.6198	279272.6627	125597.8462	657912.1467	307907.7223	1354883.672	214996.8709	493927.1646		401094.5837	269382.3204	180273.8519	1086744.212	234453.6675	1196825.82	1477909.986	1032444.381	422506.6178	357005.3581	578441.918	222422.6027	142761.6387	144423.1623	837469.046	791581.818		304825.766	102088.8052			511902.9723	680375.6424
M238T67	238.0749409	67.124106	1974500.05	3589477.995	1951678.573	4405682.68	6758309.386	2567384.183	3530235.222	3981660.802	2379408.109	3293790.994	2268847.584	5775116.014	2535646.584	6025128.382	2323020.271	972524.2947	4011330.26		3968731.053	2131242.238	1588758.741	1877818.117	4404460.932	8169493.177	1248751.488		1044795.872	2772185.304	5196037.708	3483804.307		1831494.305			4738131.949	884779.7419	
M238T234	238.0928712	233.573301		310383.7604	75451.25325	271739.3061	135678.9822	77915.20858	64462.15704	96030.34984	72422.7086	34174.22367	22856.76762	168656.7255	77833.99152	118412.6727	89761.71518	29322.86039	106732.9838		131207.0027	66353.31971	46829.4064		200335.2449	74360.29429	27334.1321	34880.92126		76355.18011	43253.7939	53916.0769	37427.6938		39671.246	240930.1378	56076.88058	16150.29016	
M238T118_2	238.1079231	117.630132	424959.7614	694260.46	506194.8262		1549872.092	854092.1928	1731916.495	3373591.227	2530700.622	2343606.158	525606.1997	5125595.032	329851.2391	1408637.775		453595.5574	2538073.736		1650253.201	499819.5591	352706.0193		933446.382	2094951.653	1013966.866	2813701.642	474563.1304	3020691.374	2999059.962			624064.2944	1982136.758	2432894.199	1167528.062	341960.6481	128880.6169
M238T247	238.1646852	246.800625	246754.8327	88618.26223			194158.7824	452763.1293	307871.455	534978.432		462096.3895	241160.3848	451661.6682	120537.2339	198197.8482	601615.3894	58646.16262	168558.446	72607.01259	192027.4083	193567.4673	87978.14826		513277.2657	259610.6262	98630.90761	350710.8021		373650.5237	179454.0658	297878.9933	236157.2767	394270.1304	86414.09217	455920.3287	128682.1079	136222.7117	
M239T63	239.1030314	62.616567	74508.4901		121818.152	149749.3591	228081.0436		263641.5842	192312.1214		189511.145	77501.32924	255615.3187	278084.4703	431034.091	196555.1141		225848.8617	59560.54911		171634.0395	54092.90469	58524.81017	123527.1203	367089.6994	82207.51041	140347.2899	58631.63559	256013.3927	207543.1108	153847.2861	111780.0389		121926.3033	215137.0641	118830.6444	55066.30391	70892.70758
M239T311	239.1284353	311.159955	651577.9085	539403.4055	521772.5217	1617974.563	2484541.359		1926501.772	1283399.428	1094194.903	651337.2936	345683.2859	2162062.748	604686.5259	1601259.261	751451.7984	465245.9777	1346054.724		1897024.559	751197.2869	565795.6875	289565.6022	783575.8392	761346.8883	983931.7198	562538.0304	235349.6377	1138934.684	1599343.215	1824937.916	1052005.229			1664075.217			117596.3366
M239T272_2	239.1396235	271.713009		8557264.101	10737875.81	8299488.733	14629308.09	8092657.588	12216279.44	8472366.471	10295153.23	13452038.52	6225754.857	18236323.54	6924698.749	10633314.37	3991368.781	3667777.573	12923620.47		18763849.52	5153966.391		2939919.153	7615145.67	15263738.88	5424349.247	15984178.63		17559367.58	11551134.79		8240548.543		6054677.715	26123200.75	13279916.45	2931915.651	2052677.402
M240T231	240.0245366	230.535351	480132.4251	191915.0675	587742.1075	61002.59267		448718.4154	103681.2524		398071.9144	272615.6512	698519.1181		665572.9343	23396.45098	557361.8172	949633.7182	83357.35209	915322.6046	246057.8812	738886.8004	826808.7147	843145.6261	330169.8762		674127.748		958883.2343	288091.0513		357720.0818	128617.1527	101605.6979	508929.4005	39607.52654	97288.94393	956503.7875	1297334.561
M240T107_1	240.0364981	107.20308	1584556.676	1284406.102		4091218.729	2720034.466	1144588.506	2044439.803	2286683.068	1975888.42	1586873.651	1835207.034	5498307.356	1777289.374	4409308.859	1078513.941	933999.6866	4127409.962	892725.2253	5199299.865	1585626.546	1592029.561	838657.0764	1518981.918	3401652.578			508248.6232	1257638.023	3186943.698		3669176.215	2251651.439		3840177.234	6062485.058	659915.4779	
M240T285	240.0694288	285.217518	150570.5111	406848.8356	871056.411	1547849.885	608484.7201	518635.5848	830656.5501	594710.64	419020.3093	455166.4243	105255.955		1069919.773	519690.8621	534687.9597	48487.89208	948017.0853	128634.834	113517.228	349358.8891	129919.6164	447210.6575	343575.8506	581989.1908	249008.2888	596930.0224	87206.0821	330355.6856	275351.0168	226446.7656			36202.84799	103289.6307			
M240T270	240.1236361	269.620608	10832877.28	8241773.512		10608729.47	18296574.49	8424337.942	9022688.988		6302170.103	5777847.062	4569664.547	19750947.52	3094995.576		2584688.727	4336333.456	8504676.58	2527660.248	12201021.06	4121531.474	3657873.551	1756562.252	8750713.732			9823713.234	2823363.272	6009922.569		10188954.98	12266973.89	8658385.209	5696409.038	11610303.33	11597215.32	2169088.758	1072286.506
