name	mz	rt	D121	A122	A125	A126	A127	A128	B131	B132	B133	B134	B135	B136	C138	C139	C140	C157	C158	C159	C160	D202	D203	D205	A206	D207	D208	E211	E213	E214	E215	E216	H234	H235	H236	H237	H238	H239	H240
M222T42	222.4587334	42.4980294			124572.0586	202666.8734	422401.5408	316048.5842	138437.9811	403032.5725	286788.8757	236833.1337	184407.3108	233772.1818	189155.3278	116626.1997	235654.5301		158202.2909	104763.4138	109274.2889	122094.8801		225431.5569	48586.75379	100259.9161		377271.6376	171756.6727	236903.4417	175051.1598	196970.5303		261951.184	224909.2061		326472.6859	89914.99418	30396.72576
M223T339	223.0905768	338.969706	71797.92317		21348.8176	117896.1139	29482.86788		18354.73545	28969.21629	47545.90882	38074.0844	24505.58573	84186.02338	22380.70408	28142.93146	23884.66425	19301.4656	87218.72978	14704.2691	151317.598	8736.272005	22500.91695	22957.78934	30402.4759	104394.5318	47414.48099	22435.12457	11193.45198		34663.20195				45245.29847	59653.39943	51784.86943	26634.14473	
M224T249	224.0680867	248.761248	145271.2875	90897.07339	183854.1036		280002.1715	129130.8034	157572.9047			109552.4935	101375.7177	292406.8447	133443.9324	195703.516		172601.1027	66537.98225	67872.39893	361476.5834	178631.2892	155732.1249	39381.15869		284733.8533	125668.0479	141308.5448	72531.72778	261985.9925	198769.6431	256665.3896	150980.0954		182843.2235	213911.6478		157250.5494	83460.07725
M224T450	224.1731424	449.875818		27352.23387	14824.1863	10655.72531	64638.4862	27135.61027	86382.59459	56043.27907	33381.18507	7179.112036	9358.512542	76883.31884	17836.63403	33036.75682	20380.57524		21873.62757	9211.653878	43117.45964	15763.88181	9677.465807		30944.42414	335443.1895	14278.27018	90771.4157		28133.73744	41685.08753	24175.75061	37141.68316	48142.75169		57118.98743	202123.2		
M225T46_1	224.8655667	45.6666264	1721511.232	917723.5078	1755337.661	1121256.878	211829.2505	345906.7558	845161.7729		989509.9285	1534726.598	518422.4622		137539.1045	147870.2809		263592.4272	1671900.602	273985.2888	531412.3748	2348754.88	1861599.7	414418.3517	2573534.053		437813.5276		2376113.613	286196.0408	1713182.007	759862.1179	1040893.748		2476112.903	917425.4837		791114.8692	156309.4592
M225T134	225.0173634	134.395614		89876.55879	85809.41482		61721.07152	84596.83508	78176.01318	18262.68793	77309.19788	48372.20774	47863.50894		105240.3401	82497.45023	117265.0738	38097.01516	38871.83491	80610.79953	52680.46906	50285.49779	66802.08019	44035.53918	38401.37898		60577.84673	100207.3015		49361.08592			14952.35211	135746.7545	90322.98694	88788.26832	41763.16826	52900.52555	19765.01497
M225T71_3	225.0555319	71.346891		128172.716	143522.9947	77025.5523	244454.3268	331621.5265	275229.9765	108350.6738	392400.5174	241191.3864	126707.5719	64270.19364	148617.2589	103631.7155	79724.54493	139182.3358	254332.6101	142770.0123		200230.0349	96585.65368	66311.60392	61701.0143		173953.1671	246836.4103		212857.3581	88620.82919	84011.47077		181929.113	177497.3489			100900.5158	23487.6349
M225T204	225.1437378	204.305112	651648.1117	99290.73055	95457.07957	267332.1213	876154.5874	251864.551	204374.2697		127203.5684		33017.44942	266243.8787	253362.6789	74019.18753		149181.1801	555932.5992	26439.66852	288504.0661	82447.0639	52579.85768	31079.45646	79864.76075	343527.3343		359399.1756	327236.9991	393351.8318		119098.7952	296917.3079	93561.84818		683489.2219	376097.6381	141381.4642	
M225T268	225.1491775	268.317333		3664544.618	3797971.418	12735593.05	11342674.71	7339047.822	8488972.859	6866239.407	4584225.812	4343569.424		5231697.824	3109509.183	6648308.883	3653244.14	1492679.498	10640832.26		5553837.029	2583941.644	5448260.077	2774592.639	3296402.031	14087552.76	6167597.742	3037027.404	3511795.299		6837859.904		9322493.358	10582245		16642100.89	16286969.12	2380192.505	
M226T194	226.0570306	194.371026	209567.2099	418338.6066	156530.4011	302075.5562	290740.3775	171222.2151	384548.691	368525.3859	412745.9483	451782.9489	219659.9441	455162.623	245420.1655	104396.089	103802.822		438944.2092	81280.43815	137328.9226	151701.1008	67068.77705	194865.5201	270094.53	1238847.7	200590.7874		103525.7168	374751.8607	276972.0837	303528.2289	24603.29589					9227.813875	
M226T72_2	226.1078591	71.678676	1314730.255		932685.2975	898278.2498	1594735.813	1692685.031	1182678.294	1611475.942	1148127.798	1312763.276	636187.3439	1147014.14		1406455.17	887141.9984	539096.8245		510092.5148	1357213.191			614293.1886	1403963.789	2043507.213	689501.318	2488813.527	362391.1303		1065212.155		1661906.806	1191207.975	655957.417	1353757.853	1046451.973	371838.4147	165140.5861
M226T270_1	226.1272336	269.597478		933895.6112		1048748.732	1781374.246		1465318.373	1901222.937	763271.6153	554654.3911	228300.0885	865641.0055	751450.4386	686969.0043	497586.1193		1835323.771	329809.9562	966364.47		665080.5589	980157.552	552766.7544	886482.7775	837330.8957	311362.1925	615964.9752	165366.6685		349190.5195	744347.4443	865325.588		2275674.393	5091728.412	105278.4331	130427.0235
M226T270_2	226.1443092	270.100512	1977363.287	11226409.78	3480880.639	7178259.01			16077848.18	8867697.959	5911283.681	5177047.92		11561585.85	3307909.703	8092763.7		4767123.762	7141122.496	2776401.206	10714753.91		2345394.984		4214466.86	11923087.47	5053020.466	4976843.991	1787556.305	3438001.364	7640376.074	5147179.973	13085006.17		4026570.032	5904521.876	6852787.167	1023116.988	1031625.067
M227T240	227.1395762	239.532846	2548498.203	5009731.127			7802889.238		6356487.675	6359291.232		4478866.883	2408600.483	5376477.881	4065749.207		2842454.128	1915493.441		2048585.592	5564191.15	3275603.451	2891832.559	2699877.652	5227387.759	7376555.844	3271515.901	5078443.195	761138.408	4519052.15	4584691.261	4318158.055	2554182.311	4922856.08	2876680.079	6034497.633	2171584.576		667216.0901
M228T43_1	227.9582016	42.6311916		26040.71519	102849.8543	86158.33592	165465.3929	157033.9013		300699.8909	194608.7562	82430.05469	41684.73317	54118.28302	155553.8865		191618.709	154525.0019	205187.7816		259025.1245	89774.81366	212464.7717			495805.0318	204079.754	266353.0148	137851.2717	222680.749	281175.1411	174483.7044		309469.207	381042.8042	216668.0526	317630.6968	95483.72343	30832.16385
M228T81_1	228.0640212	80.610045	413180.203	69885.98113	44410.8411			18118.54386	85495.71548	142334.8144	84554.74075	88050.35183	67103.01661	252337.1146	118358.9792	155118.4522		38086.5871	124395.8014	49587.10669	165561.3644	163660.5216	31761.99846		80384.83193	98628.99522		52018.55565		105024.9038	144081.4647	118549.0854	163173.3508	189472.2702	38659.24864	61020.92702	157021.0281		12842.44726
M228T228	228.09299	228.009474		126780.5813		80665.61945	111034.9271	8267.956448	166082.6043	62659.664	92882.68683	22910.78859	71417.04341		179504.8971	545676.8569	151048.8592		126903.1509	27392.17668	298584.005	119217.724	115845.0494	107240.9998	170026.2324	112447.5613	37080.88347	115328.7739		22892.30002	79768.90083	71506.25665	319306.3245	228870.8302	151143.1882	216865.9992	170893.0857		
M229T74	229.0325183	73.774806	4179185.574	4427039.496	3311707.408			2851880.804	3749949.015	11018828.25	3837753.834	2800308.318	1654026.378		2019242.896	10869055.92	2998977.033	2228025.871		1585722.969		2294165.983	1881817.87	1196706.436	4525514.268		1587680.89	2809311.601	1170722.641	6875550.563	4453823.2	3832860.141	2498009.855	5151194.777	3619336.183	5809371.056		1420201.094	783349.609
M229T85	229.0689862	85.159122	614543.474	418919.7467	626045.4029	679069.6694	993938.0663	759800.5871	746057.4643	162568.2436	912181.6671	614222.7095	411907.146	395744.4558	530223.1035		25252.89659	218873.1482	811339.9728	138412.4935		498743.0224	217925.1152	627754.3994			504373.1529	1168816.069	145416.375	442047.7611	398210.063	567909.4788				687834.4138	267939.1851	229890.3014	57695.98455
M229T58_2	229.1016399	58.3326243		1534287.238	438238.1744	479895.2131	8295193.013	1296723.638	8545906.524	1191351.352	2356904.426	3931482.767		6811676.215		702593.9449			2949188.392		2530250.819	1369051.699	917855.5797	82061.98238	1104865.813	6625411.126	1286891.152	4843601.888	502590.4064	9232528.784	4789300.464	1571618.528	101805.7995	1194061.477		1575483.547	3097976.257	279641.6449	1341741.193
M229T298	229.1441638	297.647127			3355338.907	6214540.329	20275426.14	2697945.61			4161136.095	8182179.636	4859453.534	14303219.22	3301625.961	7005197.046	4715270.033	2521302.338	6720773.468	1309915.47	7570104.832	5681897.129	2506263.256	3134501.755	4308362.226	5484730.649	2798094.709	6935585.338		4498110.51	4900770.517	10501446.41	8656733.065	3938090.039	4128237.245		5256631.508	1254118.523	
M230T147	230.0342338	147.45141		293194.9279	291433.6448	414921.9866		184228.7261	372313.2107	343450.8805	276069.2803	379270.6635	266423.0698		316414.2933	305300.0964	314283.4868	122157.7004	378472.8726	203010.0662	226968.3598	290028.9963	227289.341	436317.9233	250863.2156	380896.2403	157448.3268	210998.2922		327627.9855	377563.1636	329761.2489	308910.0235		163610.2558	337911.7073		157543.286	
M230T209	230.0430598	209.308623	352201.8281	803139.9587	911470.7555	1366718.599	2036781.49	968976.1201	2194669.776		2560323.597	1657087.102	530922.7585	2784216.62	1091369.254	1865772.991	1103241.312		2309264.829	275876.9504	1744240.307	661028.0842	393516.5749	524577.5477	1564963.438	2176849.405	888191.3195	1926414.593		2137946.49	2277868.223		713016.8056		1340902.26	2208832.853			106736.5675
M230T74	230.1393952	74.258706	424993.8581	382683.9425		504080.6819	1447814.415		755366.1714		1137139.291		602811.4968	1966745.627	721492.0634	1008751.15	208447.0548	917058.2582		527183.9781	1213847.817	741675.8999	321231.9151		673950.3716		1144120.458	525639.8528	889818.5762	1488268.828	941629.5006	1163375.166	2787133.889	1794030.327	1409358.692	3501150.02	318156.7751	606028.5928	185078.2173
M230T100	230.1585646	99.552432	5201352.197		2219417.84	8578992.678	16234757.85		10858360.61	7050362.332	4710063.848		3102954.414	7977593.219	3234184.638	13415833.11		2491726.275	6573966.554	973813.5869	8258932.435	3206708.441		665898.9862	6004551.295		1836503.429		1954444.809	5030244.302	11783739.94	5662722.896	14127441.51	7383237.634	6911103.285	13152027.27	8346746.74	1006972.785	609258.6765
M231T67_2	231.009565	66.974355		155162.9492	156633.2424	100450.6139		137991.2052	160176.3743	220468.4759	54888.22745	155086.6824	42685.72113	401582.9766	180050.602	295458.1037	85128.30984	96177.13335	159770.6702	40448.75135	321039.4209	111762.168	53352.50984	111955.2883	222177.5788			106519.5356	34405.30806		112228.0675	62923.25665	189860.7387	82708.06862			340791.8298	70292.79926	30468.20639
M231T111	231.0303309	110.761788		60223.00279		67863.57579	117231.9021	18578.74374	92582.72619	108644.4711	37354.75104	53238.20397		58754.81037	13386.83275	161071.5233	12315.90991	5292.314486	64725.77232	17666.86447	108301.8364	18537.30413		44983.70696	79580.40612	66191.0048		63525.53475		19681.41367	56732.72559	78494.52699	202624.2858	138845.9951	34950.04478	125563.4588	304426.7884	6697.219931	
M231T271	231.1233012	271.030482	2686736.844	1478458.161	1846362.456	2944250.878			3185515.687	3460854.183	2169450.918	1792830.433			1374342.139	4533664.78	2310039.24	666943.3825	2660800.586	632837.19		4168409.879	3003313.216	6228825.845	4901330.513	15025979.38	2374176.885		991963.7723	1404813.942	6576034.828	3606695.085	3742218.052	2567371.972	2419906.463	6654740.663	27264756.35	830913.0166	
M232T266	232.0610356	266.317326	172067.8778	197937.9677		493183.7086	985605.8561	295338.2665	756396.4587	417248.4909	511146.6371		160193.0373	701646.4769		987082.7786	78835.04107	356297.8551	477191.0295	151298.4662	530368.7635	384642.6736			418909.0279	254938.5961	470779.3039	175692.2207	62407.84065	304092.2637	507032.1798	442344.493		538116.9191	434433.2006	1022622.63		174852.0419	74035.39277
M232T268	232.0849247	268.424412	310216.4369	180472.1675	468744.7871	1020146.647	447102.5162	671937.6036	590692.2143	303234.613	555144.7981		169783.5164	255929.4575	293405.448		282664.2233	155379.3042	223415.2045	341695.1834		503180.1501	279003.6832	580239.1178	269385.3455		290278.2018		271451.7858		256795.7855	347483.7522	602616.6128	723698.8372	505433.5482	459669.5408		241506.2563	201883.4
M234T202	234.0632567	201.883392	184547.134	642632.6827	388845.8127	455379.5548		336212.9974	364005.1185	546010.2402	580263.5177	317996.366	173525.3947		434252.7332	383124.0626	448362.1573	74233.21867	592300.3213	182902.3168		278988.9542		721652.5442	362330.6809		324805.3442		75774.66024	314946.0419	652140.2047	266016.4517	614622.4657	1250171.39	293233.5334	366436.3984	780618.7142	114759.359	
M234T228	234.0979236	228.041772	269072.3924		211033.8485	505059.6208	775254.0649		839591.8741	466872.0154	525013.3213			846330.817	258857.6062	627601.9666	171244.6636	168498.5151		124161.6313	541263.3639	324953.2278	178559.8564	202197.0684	314652.311		233585.345	661812.327	157379.1494		509482.3266	363541.249	516678.8114	538711.0639	392535.5143	861755.305	767430.6303	102244.1929	80194.95442
M235T43_1	234.9528379	42.9008502	133233.9542		155243.663	190766.5075	280875.4178	409219.9814		254412.1227	349370.6058	316875.2157	316330.0803	141582.5687	237707.0794		277463.7659	392443.9259	392698.5691	567276.5019		656369.0411	336588.6898	132959.731		995827.0625	676955.8306	331472.5151	73321.83267		111053.5454		32461.00066	278473.4609	563514.4828	434760.8803	288843.7105	199320.473	57058.04748
M235T304	235.1198738	304.222035	45225.31881	68347.21042	33076.68875	84026.03828	199692.9678	73275.19224	203460.4738	152445.8845	43060.63115			69682.37915	54923.52332	275542.7227	101363.2043	43271.20344	106920.303	39267.77482	224853.3	58653.89691	36511.97098		56957.31548	161238.0094	72960.08265	50366.90279		45994.64131	77234.91074	42984.99165			55619.60818	114743.6581	43345.53468	17021.23218	
M235T236	235.1656609	236.333469	557081.6314	60657.2741	48135.05845	75836.01294		118518.4076			99597.83709	153084.2134	122232.7712	308542.6798	61588.92466	33212.66739	42751.60732	161430.0323	65746.5486	128423.9843	68186.33708		110233.1559	49893.71105	73938.30871		39372.03038		214504.7135	256643.9956		29679.11033	331377.5159	174012.9152	261383.8169	114357.6431	229418.7778	111288.7605	173159.6938
M236T772_1	235.9866232	771.86016	332572.9604	568057.8185	338834.8731	243256.7349	472145.5676	690107.4124	312580.6468	358035.157	430703.2853	644654.5574	668022.3257	286912.2002	680071.4647		399221.1088	568081.2356	447969.3412		520644.732		699991.0995	747060.6557	619588.3042	435261.9185	284173.5548	275577.1727	548929.2184	424122.7945	448516.2218	586845.7368		318393.4619				794687.2268	794257.3772
M237T285_1	237.1103529	284.552349	1548303.1	868878.977	1039365.654	1746347.094	1389618.116	1014829.182		1478369.114		892966.131		1824424.807		2978375.653	4845099.29		6342146.171		2005457.111	8694443.401	5840253.484	6982702.287	1408776.582	2487610.576	1929296.65	2074269.122	4580056.198	5365620.109	17197511.99	15501844.48	58953448.23	67703666.76	37979814.44	36711970.86	90971878.02	28382064.11	
M238T51	238.0385694	51.1203462	973761.3429	933692.5927	1043066.786		381047.4389	1037035.912			635057.1861	147589.2463	1321656.207	322746.7921	1043153.278		1568925.51	1802809.218	428844.2044			664102.1324	1272081.601	764845.6511	519783.2471	386841.4753	1403294.705	665258.9105	1613959.322	516393.1482	749697.1563		569529.9118	895155.2432	1806448.143	356007.0026	821259.3017	1436250.174	2031723.288
M238T65	238.0941402	65.010018	575579.0673		499244.3865	942970.9618	1410276.461	552060.3249	2424900.903	1492748.72	529000.2709	678187.0652	368716.6609		853737.1095	1817642.785	1709841.045	329580.979	659792.988	300087.4782			296364.726	238996.8222	1701671.888	1601490.311		875949.9451		904192.2137	1431655.542		965801.6497	818114.6539	525991.5936	1325564.187	2844838.633	175667.5841	85922.18639
M238T246	238.1191535	245.816946		929816.2351			2393599.459	962526.9916	1393326.066	912486.817		817223.1894	231250.3753	1277181.935	331385.2373	996432.3826	318960.4072	196245.4553	742023.9322	89839.07298	1017553.582	390673.965	145213.5615	240211.1834	892084.635	1523176.864	339086.4104	714527.884	72570.767	935346.8135	919206.2306	670240.0346	605940.8757	598322.1408	315556.7307	656040.6543			
M239T316	239.1647709	315.509856		1008947.99	1052968.484	2998025.566	4708241.643			1730218.425	4142687.43	1555873.89		3300828.11	910419.8236	2754150.82	1353751.768	688175.7297	3702531.72	441328.9057		1102242.244	725434.1445	1789663.153	3668354.257	4402367.744	3960082.519	1330722.093	576168.4458	1848328.599	1865543.621	2024319.03	5961929.973	5130239.398	1247502.352	6327475.428	3181146.178		
M241T210	240.5547633	209.567001	233770.1277	235954.0514	152205.5165	450156.1225		365261.021	297937.002	314874.7933	187874.2979	115800.7779	93905.68831	289951.0858	138133.1525	304867.6595	66118.3016		136473.5003		223990.7819	91476.90306			238952.8641	78681.94446	46109.98866	147766.5796		117889.774	121210.0714	125468.743	209314.4268	92884.1319	77054.23706		32670.0542	16952.26531	32902.21385
M241T43_1	240.9487732	42.833973	57699.50807		129725.212	163738.1599	335891.1961	130160.9896		209736.005	272276.6964	190569.0515	109366.1161	122693.7447	199070.1685		170387.5647	158263.6315	237977.612	173823.3282	361033.6509	205610.5381	182903.6776			650755.6602	185570.2454	150644.589		251069.778	312141.4914	196191.8283	34751.27586	390316.6543	319534.4062	395301.2524	317612.013	104083.8418	
M241T150	241.0543008	149.965146			23366.0128	45998.74113	116354.0944	23839.45325	72295.72745	27689.72444	80028.18453	75578.18854	45888.36506	204648.744	20591.15841	58114.75693		24969.75832	95305.53673	17675.57168	131869.2497	42218.31081	23121.73353	7766.045018		170535.3851	44910.70559	70567.80183		137187.5248	97621.14901	43484.88334	13845.68434	18266.67691		151657.2835	104226.0494	24465.77276	
M241T228	241.0692107	228.015081	95613.01078	102126.8223	34210.11707	90514.23347	56319.54475	22056.39074	84262.64922	73748.85281	54546.22913	93051.75017		40360.69217	40690.60009	50708.62695	74019.96931		98068.83304		21126.57826	46154.00326		51493.98666	89234.63112	188984.2157	30279.52217			48443.95502	82888.32992	85965.39181	114700.6039	82849.0925	23834.48083	57275.47167	165412.8324	27413.64001	
M241T259	241.1074383	258.986508	4086296.472	7172573.69	4469431.386	10512935.57	10361971.23	4433513.54	6235935.269	6262129.788	7727883.703	5232766.722		7305489.722	5173643.835	9277088.586	11364994.43	3848784.562	9054172.13	3520241.205	9345152.841	3433123.665	4719365.888	8949482.784	6061522.177	4098381.261	5469774.006		4018253.415		6973015.563	4978702.131		4564423.569		6757423.45			1148804.109
M241T293_2	241.1803637	293.341632	2289467.182		3457389.291	4726681.877	9082055.569		8339924.762	5357528.598	3578865.526	3768188.651	1833626.27	8114222.832	2695930.528	6029966.938	3582877.737	1574906.749	4406951.524	1339385.493		3351576.67	1874336.991	1433831.068				2549953.527	767320.2444	3362516.794	7414974.734	4762338.477	7170887.686	4572262.321	4344574.734		5387365.748	1008827.376	598814.1969
M242T61	242.0430734	60.663018		494628.3409		889617.8999	705685.7543	547013.7638	932429.2259	1206210.342	698059.494	709942.8664		948406.638	434391.5274	992249.3163	448631.0344	166361.4447	950630.8799	96645.63035	524340.8592	269745.8368	72163.64006	462372.884	684643.5404	748864.5091	324606.1015			546508.8859	638161.1003		569068.7393	821280.097	64262.99524	1075921.729	2749225.678	247823.7601	
M242T271	242.0851771	270.903036	284004.6852	458907.0016	251717.7829		1445125.54	665115.6945		530402.5732		187305.0981	210858.6354	420510.8417	276133.2194	337502.7237	128591.2205	231508.4705	425255.1912	118808.6945	763325.1302	325990.1474	337454.0365	186270.6234			173915.0431	264018.5454	104475.3994		207097.2869	507504.8862	680869.9288	470316.0296	297468.8355	297781.6575	462935.303	157785.0855	
M242T231_2	242.1219839	230.975004		479203.7289	315425.8015	291675.6148	888736.5366	541610.1883	577219.6826		559637.3815	586281.1444			554456.0628	432911.8203	447740.423	311966.0504	449120.341	474642.7234		375380.9316	135279.6049	366329.8033	233669.1974	290717.4649	369002.858	1028707.602	295979.16	766584.0727	477089.8983	369991.6632		1188715.415	217223.3944		445807.116	201081.2847	111235.7474
M243T110	243.0247233	110.015298	44064.99805	41159.50473	56668.31227	34648.40322	63379.06657	42170.73779	58497.86544	62109.06136	55157.06251	61747.0953	36760.06717		41022.1244	54397.06387		38708.53437	46018.33069		48964.56524	61285.06253	26043.28732	20814.99369	31089.18883		24140.52554	80706.02503	30771.26548	33061.62772	59979.29157	40697.50499	32283.63641	54810.4774	30421.46235			18400.82695	
M244T71	243.9908811	70.542516	203917.26	513183.2124	319323.5064	413652.6953		244711.7207			251523.7085	547505.7704	277987.572		499720.2611	408019.2807	264415.5874	455107.6918	488429.104	331029.7912		344961.2761	296640.6332	855912.7415	255361.5292		546630.1757	199415.1062	382150.7615	417839.8745	310610.8708	584933.024		124377.2108	253980.6417	381085.9734	79073.45317	188151.8887	96620.31457
M244T126_1	244.0499158	125.935956			97180.31934		205223.7217	94036.48262	232023.6613		158087.3111	71746.58267	110263.9702	140384.6663	70944.61087	185840.1759	129607.4593	103943.5856	211164.4152	89851.67058		115503.4255	132055.4106	104261.7588		79670.04485	166035.2857	182965.3802	65180.08403	275773.8669	133444.3181	185690.5186	74804.64471		108883.3935	162461.0511	74740.29322	59850.21099	53235.16239
M244T84	244.0614879	84.35031		130097.2203	214194.3443	319275.4081		35192.01773	169993.3886	61749.98899	103712.6452	83427.82112	23109.46917		71584.15388		104656.0423	49970.34824	164674.1223	156112.7922	140664.2477		171486.5074	129374.222	200141.9021	288167.7747	56718.99049	113797.8186	27116.39442	167731.2038	109106.1481	110236.6835			172503.8334	245726.5921	218834.7521	91392.02768	10357.57282
M244T281	244.0951678	280.923702	646198.8133	887190.0858	1621438.823	1611113.192	1457997.139	637461.6429	908040.465	967060.9094	760590.8581		223871.625		731135.232	725356.5188	1374335.431	286916.3692	1196810.366	702737.1736		1648101.808	766537.6461	2154225.581	614663.8075	659049.1037	981478.3432				917728.7976	508037.2984	543061.4041	541153.3925		1559766.691	2366028.624	459523.6787	280885.1221
M244T65	244.1187093	64.7772		188183.9688	200681.7848		1439696.767	150705.3746	1362060.822		349512.5889	468738.7564	206046.2147	1463299.455	77196.72278	381906.9988		96952.18546	610418.2316	133387.5235	492204.374	569828.2933	174178.4634		333264.5548	1441235.272	339245.5449	726513.3583	154055.6506	1323334.977	856754.1987	621114.3181		317030.6943		221059.7372	594398.4152	187295.7191	158002.0288
M245T336	244.638027	336.144414	25365.35788	20173.19724	65816.97666	84321.5294	25910.25141	64638.42655	227452.8932	44950.30738	48507.0511	80809.59765				65206.31189	202427.4534	14027.20666	105964.7823	37217.09114	19474.78524	72344.78901	53865.64888	120805.2752	73817.11299	81059.87537	51101.56722			57916.00136	246376.3061		80091.1732	34666.97661	72644.94537	136767.9491	59658.10256	46270.67212	
M245T97	245.0340365	96.608154	49688.21184	141339.4544	88250.69153	112875.9965	84102.52918	78111.16973	89621.49846	18886.64825	74183.33358	103485.8332			48092.26942	20518.39426	57113.27289		110445.635	41770.61868		40611.36547	27552.21481	46730.1553	60366.0873	48645.80538	29524.99926	65637.77705	39712.71296	67373.54859	109445.6377	42544.5738	33820.06085	102740.1814			34542.78569		5274.929995
M245T79_2	245.1138749	78.703896		3727845.762	2699190.333	5956651.852	9781623.13	4041879.464	6937443.956	5858788.611	5290452.403	6118768.851	3590731.303		4054963.981		3206193.844	2282872.635	7606012.741	2070506.257	8147385.477	3184390.303	2300167.841	3250364.114	5083980.075	17342503.08	2879163.074	6892012.113		9137212.882	7446917.048	5319697.541		5654845.105	3460171.265	11716335.94			576883.5061
M245T286	245.1390804	285.742464		6611024.803	7052074.313	14695924.3	15439754.28	6991906.392	15999528.19	17828812.27	10029212.88	7622261.726	5030469.741	21063529.78	7909056.592	15817756.65	10708476.11	4574450.738	14496731.59	3418599.237	15761787.07	11928421.95	6608105.392			18197294.16		6489402.417		8889584.309	14601719.4			11574367.13	8836518.921	11216730.06	18236540.98	3536435.951	1152980.833
M245T273	245.1753483	272.727246	419898.2638	836892.0376	493212.0969	1375977.849			1195081.818	1067999.311		820279.6603	192266.108		465021.7418		2325173.392	239070.5952	1017804.413	306782.2467	691849.8656		518515.0922	904477.0817	636531.9267	1712026.294	728200.7928	1307176.889	387726.6897	653878.6613	1085765.146	819062.7687	1834497.637	1444763.462		2791195.373	2261939.616	853313.946	76771.09987
M246T268	246.0877314	268.188768		778845.2135	1030082.723	2345866.587	1379413.196	536969.3913	1328090.245	1433313.432		553941.5605	300182.2638	498898.2994	751847.4647	1170067.375	342734.913		2207949.997	434847.1638	326997.7538	1780797.619	625338.5239	1774193.269	669544.7102	1134663.157	316310.2962		573744.6746	784971.6651	1809037.6	730834.3784	1047243.54	325421.3366	181938.2668			206537.0369	
M246T55	246.1340904	54.6410094		623064.1188	1356174.519	1941745.877	2681410.044	728782.6684	2031913.097		1908583.744	2046744.307		2882352.415	960166.5168	1278802.787		854872.4366	1459363.219	730213.9396	2308746.066	1009101.598		322523.9706		2691977.953	1155887.414	1640103.446	734954.9319	2883133.831	1416838.991	1246140.823	968255.3501	962060.4748	872573.6601	3351749.886	1306551.482		276958.8398
M246T286	246.1706896	285.838896		4092035.434	6643061.845	6463082.771	9609660.663	2969019.872	3457575.834	19817052.55	4790245.953		1240221.857	19174315.79	3697921.091	7445247.893	3380864.087	4530749.078	7095799.166	1434051.445	6395820.459	5207096.18	1896527.611	13539413.5	3167860.475	6807767.763	3775089.755		1775400.267	4294569.627	5718886.624		6802332.938	6548144.074	3046311.998	7992376.977			
M247T286	247.0720173	285.677538	411460.544	2084869.312	1360992.993	3736326.287	2963939.377	1070393.408	2884091.202	2242208.809	1141519.122	1609732.659	545613.3357	1337053.678	1416253.967	1559796.807	1101323.174		2661286.409		1034459.167		1059678.02		1299061.992			1140448.954		2703003.197	1419846.099	1485800.471	1849548.434	1169992.627	500910.1992	1212098.742	1437537.418	535180.2458	123789.5724
M249T96	248.6103929	95.710818	199358.5101	90755.27411		157245.2639	135090.0395	102289.4932	290172.262		64643.98378	135869.0004		126078.3882		133382.0379	97957.0748			18919.56164	93293.092	81689.96559	104086.2411	17286.88011	269837.5551	258587.7475	22644.17129	423239.2814	43845.73324	172190.9657	335737.9567	149065.0824	134771.2409	181408.0129	171510.1079	199450.5183		17247.96905	46447.05198
M249T270	249.1104024	270.313746	890310.2685	2337310.467	1933456.276	1889692.493		773308.5441	975570.0942	1604999.929	695119.6836		1153140.232		1804547.588		2095640.081	796121.4171	2124684.468	1208872.368		3131036.794	1774119.681	4704315.537	1602110.914	436618.8175	878903.8058	758694.9378	1817995.798	756154.3852	1853903.567		1448900.395	862224.4871	868880.4378		772454.1845	1928019.708	437876.7975
M250T249	249.5502595	248.897292	510539.5944		222121.2819	313342.82		321971.0848	175552.1563	218446.1034		124387.7623	213760.2409	278877.9013	187533.8536	241881.4677	382448.6212	194243.9922	102443.5081	122125.0792	176728.2146	256389.1773	269705.4798		243428.093	175847.6043	134956.624	173677.4904	149780.9935		417378.1974		210212.5728	105490.1437	614662.0233		59014.60287	385950.917	176694.4947
M250T47	250.0411493	47.109738	110042.2806	87531.2118	77542.10868	223836.8394	251995.957	168537.6234		138400.6676	260551.5738		200867.2644	241630.9558	111413.7655	161271.9378	209187.792	132220.5995	231057.4859	153057.9634	222245.8748	76932.20809			86796.22251	230290.1359	129016.7077	276145.9449	60409.04824		220563.0984	105987.6503	207300.9233	223348.4245	68944.26714	121055.7767	368935.5088		
M252T239	252.1085491	239.064975		88263.27916	116627.2941	116516.178	333599.9912	238322.7582	147691.1029	134061.1267	170878.0421	130528.7665	31391.45364		65766.6605	130821.0585		66494.95948	123923.1063		109923.5968	42122.73071	22446.30551				155512.8367	517043.7714	26888.98048	194283.1881	165763.4838	103210.991	257984.5795	474963.5156	161464.6224	282663.6146	568627.7944	38948.72154	45557.14057
M253T281_1	253.1275254	280.594272		480079.2532	544618.998	857663.2105	744177.5293	354084.3606	848807.1328	977234.5652	577736.364	313682.5034	151665.5666	558114.8056	394752.9664	654213.2202	152835.1112	140962.9704	889885.8	132467.3786	847870.0982	405420.954	216853.5762	232102.7529	498114.5024	440417.0538	173469.2891	573598.2946	171132.5142	176800.8182	377511.4684	263382.1159	210210.315						
